epoch,accuracy,auc,loss,lr,sensitivity_at_specificity,specificity_at_sensitivity,val_accuracy,val_auc,val_loss,val_sensitivity_at_specificity,val_specificity_at_sensitivity
53,0.960024356842041,0.9885589480400085,0.1210407242178917,1e-05,0.9992522597312927,0.9955179691314697,0.9491966366767883,0.9853515625,0.14411644637584686,0.9989056587219238,0.9949288964271545
54,0.9596560597419739,0.9892138242721558,0.12042324990034103,1e-05,0.9991493225097656,0.9964090585708618,0.9490829706192017,0.9851775169372559,0.14497561752796173,0.9984683394432068,0.9950014352798462
55,0.9610174298286438,0.9886229634284973,0.12002881616353989,1e-05,0.9988105297088623,0.9948252439498901,0.9490512609481812,0.9852950572967529,0.14434266090393066,0.998905599117279,0.9952992796897888
56,0.9586376547813416,0.9880846738815308,0.12458660453557968,1e-05,0.9984819293022156,0.995441198348999,0.9490948915481567,0.984463095664978,0.14615599811077118,0.9988306760787964,0.9940906167030334
57,0.9600270986557007,0.9884727001190186,0.12234820425510406,1e-05,0.9985942244529724,0.9955453872680664,0.9491853713989258,0.9851163625717163,0.14421232044696808,0.9988585114479065,0.9944335222244263
58,0.9590255618095398,0.9882546067237854,0.12262613326311111,1e-05,0.999141275882721,0.9948569536209106,0.9492794275283813,0.9847583770751953,0.1451798528432846,0.9987693428993225,0.9955090284347534
59,0.9592171311378479,0.9886272549629211,0.1216045469045639,1e-05,0.9995035529136658,0.9953448176383972,0.9493619203567505,0.985456109046936,0.14394482970237732,0.9989656209945679,0.9958717823028564
60,0.9605412483215332,0.989427924156189,0.11873546242713928,1e-05,0.999032199382782,0.9962766170501709,0.9491806030273438,0.9847911596298218,0.14491750299930573,0.9987757205963135,0.9942020773887634
61,0.9610812067985535,0.9894924759864807,0.11732156574726105,1e-05,0.9991137981414795,0.9959184527397156,0.9492694735527039,0.9854146838188171,0.143839031457901,0.9984824657440186,0.9967538714408875
62,0.9606353044509888,0.9886776208877563,0.12092207372188568,1e-05,0.9988217353820801,0.9964697957038879,0.9490677714347839,0.9852691292762756,0.1439773142337799,0.9987247586250305,0.9946841597557068
